"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0011685","강원 속초시","대흥주유소","강원 속초시 설악산로 74 (도문동)","2021년 08월","SK에너지","일반","0.00","1648.03","1438.03","879.03"
"A0011767","강원 속초시","동명새마을금고주유소","강원 속초시 장안로 21 (동명동)","2021년 08월","현대오일뱅크","셀프","0.00","1671.58","1471.58","890.00"
"A0011772","강원 속초시","드림에너지(주)직영드림주유소","강원 속초시 번영로 178 (영랑동)","2021년 08월","현대오일뱅크","일반","0.00","1681.90","1481.90","890.00"
"A0011629","강원 속초시","만천주유소","강원 속초시 온천로 269 (교동)","2021년 08월","현대오일뱅크","셀프","0.00","1665.06","1459.00","893.23"
"A0011764","강원 속초시","새마을금고주유소","강원 속초시 동해대로 4232 (교동)","2021년 08월","GS칼텍스","셀프","0.00","1662.55","1458.03","880.00"
"A0011711","강원 속초시","소나무주유소","강원 속초시 온천로 3(노학동)","2021년 08월","현대오일뱅크","셀프","0.00","1623.03","1420.45","0.00"
"A0033041","강원 속초시","속초농협클린주유소","강원 속초시 동해대로 4198 (교동)","2021년 08월","NH-OIL","셀프","0.00","1657.45","1457.45","880.00"
"A0011427","강원 속초시","여정주유소","강원 속초시 중앙로 355 (영랑동)","2021년 08월","S-OIL","셀프","0.00","1624.00","1424.00","870.00"
"A0004384","강원 속초시","온정주유소","강원 속초시 온천로 118 (노학동)","2021년 08월","GS칼텍스","일반","0.00","1658.00","1448.00","900.00"
"A0011725","강원 속초시","장원주유소","강원 속초시 미시령로 3271 (교동)","2021년 08월","SK에너지","셀프","0.00","1692.67","1482.67","890.00"
"A0011657","강원 속초시","척산주유소","강원 속초시 온천로 161 (노학동)","2021년 08월","SK에너지","일반","0.00","1649.16","1445.00","890.00"
"A0011665","강원 속초시","청초주유소","강원 속초시 온천로 303 (교동)","2021년 08월","GS칼텍스","셀프","1897.00","1665.39","1455.39","900.00"
"A0011705","강원 속초시","학사평주유소","강원 속초시 원암학사평길 50 (노학동)","2021년 08월","S-OIL","셀프","0.00","1614.00","1394.00","0.00"
"A0011686","강원 속초시","한남주유소","강원 속초시 동해대로 4446 (장사동)","2021년 08월","SK에너지","일반","0.00","1697.00","1493.77","900.00"
"A0011615","강원 속초시","현대오일뱅크(주)직영 동해유업주유소","강원 속초시 동해대로 3885 (조양동)","2021년 08월","현대오일뱅크","셀프","0.00","1636.06","1428.00","890.00"
"A0011774","강원 속초시","현대오일뱅크(주)직영 프라자주유소","강원도 속초시  관광로 486 (노학동)","2021년 08월","현대오일뱅크","일반","1880.00","1652.65","1455.71","900.00"
"A0011779","강원 속초시","현대오일뱅크㈜직영 삼천리주유소","강원 속초시 동해대로 4043 (조양동)","2021년 08월","현대오일뱅크","일반","1880.00","1663.71","1457.35","900.00"
"A0010458","강원 양구군","광치령주유소","강원 양구군 국토정중앙면 춘양로 3592","2021년 08월","SK에너지","일반","0.00","1680.00","1479.00","0.00"
"A0010280","강원 양구군","금강산주유소","강원 양구군 국토정중앙면 정중앙로 352","2021년 08월","GS칼텍스","일반","0.00","1682.42","1482.55","950.00"
"A0010310","강원 양구군","송청주유소","강원 양구군 양구읍 중심로 7","2021년 08월","S-OIL","일반","0.00","1682.39","1480.32","950.00"
"A0033449","강원 양구군","양구군농협 해안지점주유소","강원 양구군 해안면 해안서화로 22-4","2021년 08월","NH-OIL","일반","0.00","1659.00","1449.00","910.00"
"A0010491","강원 양구군","양구농협동면지점주유소","강원 양구군 동면 금강산로 1696","2021년 08월","NH-OIL","일반","0.00","1659.00","1449.00","910.00"
"A0010488","강원 양구군","양구농협주유소","강원 양구군 양구읍 춘양로 2641","2021년 08월","NH-OIL","일반","0.00","1659.00","1449.00","910.00"
"A0010457","강원 양구군","양구동국주유소","강원 양구군 양구읍 중심로 165","2021년 08월","현대오일뱅크","일반","0.00","1676.45","1465.00","940.00"
"A0010347","강원 양구군","양구주유소","강원 양구군 국토정중앙면 정중앙로 584-1","2021년 08월","SK에너지","일반","0.00","1682.42","1480.42","950.00"
"A0010359","강원 양구군","직연폭포주유소","강원 양구군 방산면 평화로 5181","2021년 08월","GS칼텍스","셀프","0.00","1699.00","1499.00","940.32"
"A0010309","강원 양구군","평화주유소","강원 양구군 양구읍 양구새싹로 12","2021년 08월","GS칼텍스","셀프","0.00","1668.39","1453.13","950.00"
"A0011616","강원 양양군","(주)낙산주유소","강원 양양군 강현면 동해대로 3081","2021년 08월","GS칼텍스","셀프","0.00","1688.68","1488.68","0.00"
"A0011722","강원 양양군","(주)맥산주유소","강원 양양군 양양읍 동해대로 2643","2021년 08월","GS칼텍스","셀프","0.00","1647.68","1449.00","0.00"
"A0011776","강원 양양군","SK에너지(주) 양양주유소","강원 양양군 양양읍 양양로 30","2021년 08월","SK에너지","일반","0.00","1674.00","1464.00","900.00"
"A0011760","강원 양양군","SK에너지(주) 커피향셀프주유소","강원 양양군 강현면 동해대로 3343","2021년 08월","SK에너지","셀프","0.00","1645.06","1445.06","0.00"
"A0000084","강원 양양군","강현농업협동조합(강현농협주유소)","강원 양양군 강현면 동해대로 3415","2021년 08월","NH-OIL","셀프","0.00","1645.06","1445.06","873.23"
"A0010151","강원 양양군","동해우리주유소","강원 양양군 현남면 동해대로 376","2021년 08월","SK에너지","일반","0.00","1674.48","1466.74","0.00"
"A0011644","강원 양양군","삼팔선주유소","강원도 양양군 현북면 동해대로 1252","2021년 08월","SK에너지","셀프","0.00","1728.00","1498.00","900.00"
"A0011762","강원 양양군","서광농협송천주유소","강원 양양군 서면 구룡령로 2948","2021년 08월","NH-OIL","일반","0.00","1660.26","1460.26","888.39"
"A0011698","강원 양양군","서울주유소","강원 양양군 현남면 동해대로 603","2021년 08월","S-OIL","셀프","0.00","1677.65","1476.35","900.00"
"A0011735","강원 양양군","손양주유소","강원 양양군 손양면 동해대로 2519","2021년 08월","SK에너지","일반","1888.00","1688.00","1478.00","900.00"
"A0011783","강원 양양군","신우에너지(주)영진주유소","강원 양양군 손양면 동해대로 2041","2021년 08월","SK에너지","일반","0.00","1690.48","1480.48","0.00"
"A0033399","강원 양양군","양양IC주유소","강원 양양군 양양읍 설악로 2728","2021년 08월","SK에너지","셀프","1882.48","1644.74","1447.65","900.00"
"A0011655","강원 양양군","양양국제공항주유소","강원 양양군 손양면 동해대로 1750","2021년 08월","S-OIL","일반","0.00","1727.00","1497.00","0.00"
"A0011630","강원 양양군","양양농협주유소","강원 양양군 양양읍 동해대로 2662","2021년 08월","NH-OIL","셀프","0.00","1645.06","1445.06","894.19"
"A0011765","강원 양양군","양양송림주유소","강원 양양군 양양읍 동해대로 3039","2021년 08월","S-OIL","일반","0.00","1657.68","1456.68","0.00"
"A0011614","강원 양양군","일출주유소","강원 양양군 양양읍 양양로 98","2021년 08월","SK에너지","일반","0.00","1673.48","1476.71","900.00"
"A0011666","강원 양양군","푸른하늘주유소","강원 양양군 손양면 동해대로 2181","2021년 08월","현대오일뱅크","셀프","0.00","1639.74","1434.74","885.00"
"A0011758","강원 양양군","하조대농협주유소","강원 양양군 현남면 화상천로 5-4","2021년 08월","NH-OIL","일반","0.00","1629.35","1429.35","879.03"
"A0011700","강원 양양군","현대오일뱅크(주)직영 동해주유소","강원 양양군 양양읍 동해대로 2853","2021년 08월","현대오일뱅크","일반","1863.00","1647.03","1447.87","900.00"
"A0011234","강원 영월군","(주)고씨굴주유소","강원 영월군 김삿갓면 영월동로 1139","2021년 08월","SK에너지","일반","0.00","1680.00","1480.00","890.16"
"A0011232","강원 영월군","sk영월주유소","강원 영월군 영월읍 영월로 2153","2021년 08월","SK에너지","일반","0.00","1689.00","1489.00","920.00"
"A0011325","강원 영월군","㈜청령포주유소","강원 영월군 영월읍 청령포로 6","2021년 08월","SK에너지","일반","0.00","1690.00","1480.00","920.00"
"A0011288","강원 영월군","금강주유소","강원 영월군 영월읍 영월로 1850","2021년 08월","GS칼텍스","일반","0.00","1690.00","1490.00","900.00"
"A0011304","강원 영월군","금마주유소","강원 영월군 주천면 송학주천로 1002","2021년 08월","S-OIL","일반","0.00","1629.84","1429.84","914.00"
"A0011289","강원 영월군","김삿갓주유소","강원 영월군 김삿갓면 영월동로 2150","2021년 08월","SK에너지","일반","0.00","1680.00","1480.00","870.00"
"A0011242","강원 영월군","녹전주유소","강원 영월군 중동면 태백산로 1308","2021년 08월","S-OIL","일반","0.00","1695.00","1494.03","921.05"
"A0005661","강원 영월군","대륙주유소","강원 영월군 한반도면 강원남로 140","2021년 08월","GS칼텍스","일반","0.00","1615.00","1416.61","905.81"
"A0011303","강원 영월군","대일주유소","강원 영월군 북면 원동재로 513","2021년 08월","GS칼텍스","일반","0.00","1685.00","1460.00","938.71"
"A0011326","강원 영월군","수라주식회사","강원 영월군 중동면 영월로 3730","2021년 08월","알뜰주유소","일반","0.00","1620.00","1420.00","900.00"
"A0011260","강원 영월군","신천주유소","강원 영월군 한반도면 서강로 781","2021년 08월","S-OIL","일반","0.00","1684.10","1465.26","910.00"
"A0011253","강원 영월군","쌍용장원주유소","강원 영월군 한반도면 강원남로 153","2021년 08월","S-OIL","셀프","0.00","1605.00","1405.97","905.16"
"A0011238","강원 영월군","약물내기주유소","강원 영월군 영월읍 영월로 2275","2021년 08월","SK에너지","일반","0.00","1730.00","1530.00","990.00"
"A0011285","강원 영월군","연하주유소","강원 영월군 영월읍 영월로 3206-8","2021년 08월","자가상표","일반","0.00","0.00","1490.00","0.00"
"A0011330","강원 영월군","영월농협주유소","강원 영월군 영월읍 하송로 156","2021년 08월","NH-OIL","일반","0.00","1659.00","1449.00","920.00"
"A0013477","강원 영월군","영월랜드주유소","강원 영월군 한반도면 용정원길 86-17","2021년 08월","GS칼텍스","셀프","0.00","1625.00","1425.48","927.62"
"A0011286","강원 영월군","오일세상주유소","강원 영월군 북면 원동재로 98","2021년 08월","현대오일뱅크","일반","0.00","1685.00","1460.00","950.00"
"A0010560","강원 영월군","유진주유소(영월)","강원 영월군 상동읍 태백산로 3234","2021년 08월","S-OIL","일반","0.00","1650.00","1450.00","910.00"
"A0033347","강원 영월군","주천주유소","강원 영월군 주천면 송학주천로 1462","2021년 08월","S-OIL","셀프","0.00","1635.13","1435.13","914.84"
"A0011266","강원 영월군","참조은주유소","강원 영월군 한반도면 강원남로 130","2021년 08월","S-OIL","일반","0.00","1615.00","1415.00","892.73"
"A0011320","강원 영월군","태경에프엔지(주)동강주유소/충전소","강원 영월군 남면 강원남로 641","2021년 08월","SK에너지","일반","0.00","1669.00","1439.00","0.00"
"A0011329","강원 영월군","한반도농협남면지점주유소","강원 영월군 남면 영월로 971","2021년 08월","NH-OIL","일반","0.00","1635.13","1431.74","915.48"
"A0011328","강원 영월군","한반도농협주유소","강원 영월군 주천면 주천로 1367","2021년 08월","NH-OIL","일반","0.00","1635.13","1435.13","916.13"
"A0011321","강원 영월군","현대주유소(주)","강원 영월군 영월읍 중앙로 254","2021년 08월","현대오일뱅크","일반","0.00","1690.00","1480.00","900.00"
"A0011250","강원 영월군","회덕주유소","강원 영월군 상동읍 태백산로 2317-1","2021년 08월","S-OIL","일반","0.00","1670.00","1460.00","919.35"
"A0011135","강원 원주시","(주)동화주유소","강원 원주시 문막읍 원문로 1449","2021년 08월","알뜰주유소","일반","0.00","1617.00","1415.71","887.42"
"A0010872","강원 원주시","(주)디오티디 원주꼬끼오주유소","강원도 원주시 문막읍 원문로 1468 (문막읍)","2021년 08월","S-OIL","일반","0.00","1601.71","1401.71","0.00"
"A0011206","강원 원주시","(주)만남이엔지 영일주유소","강원 원주시 치악로 1733 (단구동)","2021년 08월","GS칼텍스","일반","0.00","1658.00","1448.97","900.00"
"A0011133","강원 원주시","(주)삼웅에너지 서원주주유소/충전소","강원 원주시 문막읍 원문로 1342","2021년 08월","GS칼텍스","일반","0.00","1667.35","1459.00","940.36"
"A0011223","강원 원주시","(주)중앙에너지산업귀래지점 석산주유소","강원 원주시 귀래면 고청길 70","2021년 08월","SK에너지","일반","0.00","0.00","1455.00","990.00"
"A0011134","강원 원주시","(주)테라원주유소","강원 원주시 현충로 294 (태장동)","2021년 08월","GS칼텍스","셀프","1835.00","1639.68","1448.00","0.00"
"A0010897","강원 원주시","(주)해피 그린주유소","강원 원주시 북원로 2563","2021년 08월","GS칼텍스","셀프","0.00","1643.17","1443.17","0.00"
"A0011073","강원 원주시","4289주유소","강원 원주시 문막읍 왕건로 161","2021년 08월","현대오일뱅크","셀프","0.00","1699.00","1499.00","950.00"
"A0011200","강원 원주시","51주유소","강원도 원주시  서원대로 51 (단계동)","2021년 08월","SK에너지","일반","0.00","1656.06","1456.06","0.00"
"A0014096","강원 원주시","CJ대한통운㈜ 무실점주유소","강원 원주시 북원로 2151","2021년 08월","S-OIL","셀프","0.00","1618.67","1418.67","990.00"
"A0010932","강원 원주시","SK만종주유소","강원 원주시 호저면 원문로 545","2021년 08월","SK에너지","일반","0.00","1642.87","1447.06","910.32"
