"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0031393","부산 남구","내트럭(주)부산용당","부산 남구 신선로 261","2021년 08월","SK에너지","일반","0.00","1654.16","1455.77","0.00"
"A0031166","부산 남구","대성주유소","부산광역시 남구 문현로 67 (문현동)","2021년 08월","현대오일뱅크","일반","0.00","1699.00","1499.00","1200.00"
"A0031226","부산 남구","대일주유소","부산 남구 황령대로 401-2 (대연동)","2021년 08월","GS칼텍스","일반","1859.00","1667.00","1467.00","0.00"
"A0031176","부산 남구","동명주유소","부산 남구 황령대로98번길 7 (문현동)","2021년 08월","S-OIL","일반","0.00","1639.61","1429.61","1100.00"
"A0032150","부산 남구","매일주유소","부산 남구 수영로 22 (문현동)","2021년 08월","알뜰주유소","셀프","0.00","1598.00","1397.52","1000.00"
"A0027303","부산 남구","문현주유소","부산 남구 우암로 374 (문현동)","2021년 08월","현대오일뱅크","셀프","0.00","1654.77","1459.35","1182.14"
"A0027337","부산 남구","반도주유소","부산 남구 신선로 442 (용당동)","2021년 08월","S-OIL","일반","0.00","1637.00","1417.00","0.00"
"A0031398","부산 남구","북항대교주유소","부산 남구  신선로 316 (용당동)","2021년 08월","S-OIL","셀프","0.00","1606.03","1409.00","999.00"
"A0031192","부산 남구","분포셀프주유소","부산 남구 용호로 116 (용호동)","2021년 08월","SK에너지","셀프","0.00","1619.00","1419.00","1120.00"
"A0031172","부산 남구","사랑드림주유소","부산 남구 황령대로 345 (대연동)","2021년 08월","S-OIL","셀프","1859.00","1599.00","1399.00","0.00"
"A0031203","부산 남구","삼화주유소","부산 남구 우암로 92 (감만동)","2021년 08월","알뜰주유소","일반","0.00","1607.00","1407.00","951.61"
"A0031302","부산 남구","성지주유소","부산 남구 유엔로 42 (우암동)","2021년 08월","SK에너지","일반","0.00","1685.50","1419.05","1000.00"
"A0031353","부산 남구","우암로셀프주유소","부산 남구 우암로 232 (우암동)","2021년 08월","현대오일뱅크","셀프","0.00","1609.00","1409.00","0.00"
"A0031396","부산 남구","우암주유소","부산 남구 우암로 204","2021년 08월","GS칼텍스","셀프","0.00","1609.00","1409.00","950.00"
"A0031370","부산 남구","인터지스(주)인터지스주유소","부산 남구 신선로 173 (감만동)","2021년 08월","현대오일뱅크","일반","0.00","1698.00","1483.00","0.00"
"A0031322","부산 남구","지에스칼텍스㈜ 대연주유소","부산 남구 수영로 288","2021년 08월","GS칼텍스","셀프","1869.00","1657.39","1457.39","1027.00"
"A0031193","부산 남구","지에스칼텍스㈜ 비치주유소","부산 남구 용호로 60 (용호동)","2021년 08월","GS칼텍스","셀프","1879.00","1637.39","1437.39","0.00"
"A0030421","부산 남구","팔성셀프주유소","부산 남구 유엔로 138","2021년 08월","현대오일뱅크","셀프","0.00","1607.06","1407.06","0.00"
"A0031354","부산 남구","현대오일뱅크㈜직영 부경셀프주유소","부산 남구 유엔로 235 (대연동)","2021년 08월","현대오일뱅크","셀프","0.00","1649.00","1449.00","0.00"
"A0027248","부산 동구","(주)대양씨앤씨직영주유소","부산 동구 성남로 74 (범일동)","2021년 08월","GS칼텍스","셀프","0.00","1614.00","1399.16","0.00"
"A0000646","부산 동구","CJ대한통운㈜ 부산주유소","부산 동구 충장대로 305 (좌천동)","2021년 08월","GS칼텍스","일반","0.00","1615.00","1415.00","0.00"
"A0024250","부산 동구","㈜삼현석유 천일주유소","부산 동구 중앙대로 168 (초량동)","2021년 08월","S-OIL","일반","0.00","1875.00","1406.77","0.00"
"A0027301","부산 동구","구도일주유소 부산진","부산 동구 중앙대로 414 (좌천동)","2021년 08월","S-OIL","셀프","1799.00","1622.81","1403.45","0.00"
"A0027360","부산 동구","대양대박주유소","부산 동구 성남로 42 (좌천동)","2021년 08월","GS칼텍스","일반","0.00","1620.90","1421.90","950.00"
"A0027382","부산 동구","동구SK주유소","부산 동구 중앙대로 352 (초량동)","2021년 08월","SK에너지","셀프","0.00","1695.00","1485.00","0.00"
"A0027353","부산 동구","동방석유(주)초량주유소","부산 동구  중앙대로 302 (초량동)","2021년 08월","SK에너지","셀프","0.00","1623.81","1404.45","0.00"
"A0027357","부산 동구","동방석유(주)형제주유소","부산광역시 동구  자성로 127 (범일2동)","2021년 08월","SK에너지","셀프","0.00","1639.61","1429.61","0.00"
"A0027299","부산 동구","부산벙커앤오일 청구주유소","부산 동구 충장대로 281 (좌천동)","2021년 08월","SK에너지","셀프","0.00","1618.87","1410.48","1100.00"
"A0031365","부산 동구","지에스칼텍스㈜ 해안주유소","부산 동구 충장대로 121","2021년 08월","GS칼텍스","셀프","1799.00","1627.39","1427.39","950.00"
"A0027778","부산 동래구","(주)대원에너지 대원주유소","부산 동래구 충렬대로 460  (안락동)","2021년 08월","S-OIL","셀프","0.00","1608.00","1408.00","0.00"
"A0027837","부산 동래구","(주)삼보명진주유소","부산 동래구 충렬대로 51 (온천동)","2021년 08월","GS칼텍스","셀프","0.00","1618.00","1400.45","1000.00"
"A0027854","부산 동래구","광신석유(주)직영 충렬대로주유소","부산 동래구 충렬대로 95","2021년 08월","SK에너지","셀프","0.00","1599.00","1397.39","999.00"
"A0027747","부산 동래구","대경주유소","부산 동래구 반송로 185 (안락동)","2021년 08월","현대오일뱅크","일반","0.00","1648.00","1438.00","0.00"
"A0027790","부산 동래구","대원주유소","부산 동래구 미남로 38","2021년 08월","S-OIL","셀프","0.00","1668.00","1468.00","1100.00"
"A0027780","부산 동래구","대일주유소","부산 동래구 충렬대로 124 (온천동)","2021년 08월","알뜰주유소","셀프","0.00","1602.13","1397.19","0.00"
"A0027847","부산 동래구","동방석유(주)푸른주유소","부산 동래구 충렬대로 121 (온천동)","2021년 08월","SK에너지","셀프","0.00","1619.45","1398.58","0.00"
"A0027846","부산 동래구","동호주유소","부산 동래구 반송로 245 (안락동)","2021년 08월","GS칼텍스","셀프","0.00","1639.00","1439.00","1000.00"
"A0027812","부산 동래구","보강주유소","부산 동래구  충렬대로 400 (안락동)","2021년 08월","현대오일뱅크","셀프","0.00","1607.00","1407.00","1000.00"
"A0027799","부산 동래구","신세계주유소","부산 동래구 충렬대로 500 (안락동)","2021년 08월","알뜰주유소","일반","0.00","1606.00","1406.00","0.00"
"A0027875","부산 동래구","안락교차로주유소","부산 동래구 충렬대로 330 (안락동)","2021년 08월","GS칼텍스","일반","0.00","1638.00","1438.00","1050.00"
"A0027729","부산 동래구","온천주유소","부산 동래구 명륜로 2","2021년 08월","GS칼텍스","셀프","0.00","1648.00","1448.00","975.16"
"A0027803","부산 동래구","지에스칼텍스㈜ 태양주유소","부산 동래구 충렬대로 440 (안락제2동)","2021년 08월","GS칼텍스","셀프","1818.00","1618.00","1438.00","0.00"
"A0031417","부산 동래구","충렬주유소","부산 동래구 충렬대로 463","2021년 08월","S-OIL","셀프","0.00","1657.35","1447.35","0.00"
"A0031924","부산 동래구","태인주유소","부산 동래구 중앙대로 1259 (사직동)","2021년 08월","S-OIL","셀프","0.00","1698.00","1498.00","1100.00"
"A0027755","부산 동래구","한양주유소","부산 동래구  충렬대로 300 (낙민동)","2021년 08월","SK에너지","일반","0.00","1602.13","1400.58","1050.00"
"A0027794","부산 동래구","한창주유소","부산 동래구 우장춘로 56","2021년 08월","현대오일뱅크","셀프","0.00","1622.19","1411.23","0.00"
"A0027856","부산 동래구","현대오일뱅크㈜직영 안락대로셀프주유소","부산 동래구 충렬대로 379 (안락동)","2021년 08월","현대오일뱅크","셀프","1860.00","1639.00","1439.00","0.00"
"A0027380","부산 부산진구","(주)개금태화주유소","부산 부산진구 가야대로 402","2021년 08월","SK에너지","셀프","0.00","1603.77","1403.77","0.00"
"A0032143","부산 부산진구","(주)우양네트웍스 하마정주유소","부산 부산진구 동평로 398","2021년 08월","S-OIL","셀프","0.00","1597.00","1390.23","0.00"
"A0027373","부산 부산진구","(주)주공에너지","부산 부산진구 백양대로 231","2021년 08월","알뜰주유소","셀프","0.00","1595.68","1392.77","0.00"
"A0027354","부산 부산진구","SK에너지(주) 연지오토self","부산 부산진구 동평로 239 (연지동)","2021년 08월","SK에너지","셀프","1788.00","1639.00","1419.00","1000.00"
"A0027356","부산 부산진구","가야주유소","부산 부산진구 가야대로552번길 39","2021년 08월","SK에너지","셀프","0.00","1624.81","1424.81","0.00"
"A0027352","부산 부산진구","광신석유(주)직영 범천주유소","부산 부산진구 신천대로 85","2021년 08월","SK에너지","셀프","1899.00","1655.77","1455.77","999.00"
"A0027359","부산 부산진구","광신석유(주)직영 양정주유소","부산 부산진구 동평로 361 (양정동)","2021년 08월","SK에너지","셀프","0.00","1597.39","1397.39","0.00"
"A0027296","부산 부산진구","대명주유소","부산 부산진구 가야대로 523 (가야동)","2021년 08월","S-OIL","셀프","0.00","1748.00","1548.00","1250.00"
"A0027320","부산 부산진구","대양주유소","부산 부산진구 새싹로 61-1 (부암동)","2021년 08월","알뜰주유소","셀프","0.00","1589.58","1387.00","900.00"
"A0027314","부산 부산진구","대흥주유소","부산 부산진구 동평로 21","2021년 08월","S-OIL","셀프","1869.00","1612.84","1412.84","0.00"
"A0027351","부산 부산진구","동방석유(주)sk전포주유소","부산 부산진구 동천로 10 (전포동)","2021년 08월","SK에너지","셀프","0.00","1649.61","1449.61","0.00"
"A0027349","부산 부산진구","동방석유(주)황령산주유소","부산 부산진구 황령대로 66 (전포동)","2021년 08월","SK에너지","셀프","0.00","1645.42","1429.61","0.00"
"A0027306","부산 부산진구","럭키주유소","부산 부산진구 새싹로 230 (초읍동)","2021년 08월","SK에너지","셀프","0.00","1678.00","1484.45","1000.00"
"A0027368","부산 부산진구","명품주유소 당감점","부산광역시 부산진구  백양대로 78 (당감동)","2021년 08월","현대오일뱅크","셀프","1859.00","1599.00","1399.00","0.00"
"A0027312","부산 부산진구","백양주유소","부산 부산진구  백양대로 234 (개금동)","2021년 08월","SK에너지","일반","0.00","1619.03","1418.16","1050.00"
"A0027361","부산 부산진구","서영주유소","부산 부산진구 범일로 184 (범천동)","2021년 08월","SK에너지","일반","0.00","1728.00","1507.68","0.00"
"A0027379","부산 부산진구","영우에너지 부전주유소","부산 부산진구 신천대로 132","2021년 08월","GS칼텍스","셀프","0.00","1615.00","1415.00","0.00"
"A0027766","부산 부산진구","은마석유(주) 제일주유소","부산 부산진구 거제대로 84 (양정동)","2021년 08월","GS칼텍스","셀프","0.00","1589.00","1389.00","0.00"
"A0027298","부산 부산진구","지에스칼텍스㈜ 성지주유소","부산 부산진구 동평로 289 (연지동)","2021년 08월","GS칼텍스","셀프","1879.84","1665.45","1424.81","1000.00"
"A0027325","부산 부산진구","진성주유소","부산 부산진구 백양대로 242","2021년 08월","S-OIL","셀프","0.00","1599.16","1393.35","0.00"
"A0027309","부산 부산진구","케이제이주유소","부산 부산진구 전포대로176번길 5","2021년 08월","S-OIL","셀프","0.00","1688.00","1488.00","1150.00"
"A0027311","부산 부산진구","한일주유소","부산 부산진구 백양순환로110번길 19 (부암동)","2021년 08월","SK에너지","셀프","0.00","1695.00","1495.00","1035.00"
"A0027181","부산 북구","(주)삼보부림SELF주유소","부산 북구 만덕대로 343 (만덕동)","2021년 08월","GS칼텍스","셀프","0.00","1618.00","1400.45","0.00"
"A0027618","부산 북구","SK에너지(주)두꺼비","부산 북구 금곡대로 362 (화명동)","2021년 08월","SK에너지","셀프","0.00","1658.00","1438.00","0.00"
"A0027619","부산 북구","SK에너지(주)신광셀프주유소","부산 북구 덕천로 275 (만덕동)","2021년 08월","SK에너지","셀프","0.00","1658.00","1438.00","0.00"
"A0031801","부산 북구","경덕주유소","부산 북구 시랑로 58 (구포동)","2021년 08월","알뜰주유소","셀프","0.00","1589.00","1389.00","1024.19"
"A0027608","부산 북구","광신석유(주)직영 덕천주유소","부산 북구 의성로 20 (덕천동)","2021년 08월","SK에너지","셀프","0.00","1599.00","1399.00","999.00"
"A0027668","부산 북구","광신석유(주)직영 백양대로주유소","부산 북구 백양대로 995 (구포동)","2021년 08월","SK에너지","셀프","0.00","1565.13","1365.13","0.00"
"A0027633","부산 북구","동양가스산업(주)명품주유소","부산광역시 북구  금곡대로 113 (덕천동)","2021년 08월","현대오일뱅크","셀프","1859.00","1599.00","1399.00","0.00"
"A0027706","부산 북구","만복드림주유소","부산 북구 만덕대로 170","2021년 08월","S-OIL","셀프","0.00","1599.00","1399.00","0.00"
"A0027467","부산 북구","무지개주유소","부산 북구 금곡대로 692 (금곡동)","2021년 08월","현대오일뱅크","일반","0.00","1618.00","1398.00","1190.00"
"A0027598","부산 북구","북부산새마을금고주유소","부산 북구 금곡대로 37","2021년 08월","현대오일뱅크","셀프","0.00","1599.00","1399.00","0.00"
"A0027582","부산 북구","삼보주유소/충전소","부산 북구 만덕대로 331 (만덕동)","2021년 08월","GS칼텍스","셀프","1838.00","1619.94","1402.39","1000.00"
"A0027816","부산 북구","삼진셀프주유소","부산 북구 의성로53번길 5","2021년 08월","SK에너지","셀프","0.00","1629.00","1429.00","0.00"
"A0027326","부산 북구","성도주유소","부산 북구 낙동대로 1642","2021년 08월","S-OIL","일반","1878.26","1623.48","1430.26","0.00"
"A0027686","부산 북구","세일석유㈜ 금곡주유소","부산 북구 금곡대로 604 (금곡동)","2021년 08월","S-OIL","셀프","0.00","1589.00","1389.00","0.00"
"A0027700","부산 북구","은마석유(주)금곡대로주유소","부산 북구 금곡대로 712 (금곡동)","2021년 08월","GS칼텍스","셀프","0.00","1589.00","1389.00","0.00"
"A0027699","부산 북구","지에스칼텍스(주)구포셀프주유소","부산 북구 사상로 619 (구포동)","2021년 08월","GS칼텍스","셀프","0.00","1605.77","1405.77","0.00"
"A0027567","부산 북구","지에스칼텍스(주)라인셀프주유소","부산 북구 덕천로 179 (만덕동)","2021년 08월","GS칼텍스","셀프","0.00","1658.00","1454.77","0.00"
"A0027495","부산 북구","화명신도시주유소","부산 북구 금곡대로 203 (화명동)","2021년 08월","알뜰주유소","일반","0.00","1601.87","1400.58","0.00"
"A0027674","부산 사상구","(주)덕양에너지 직영 구덕산주유소","부산 사상구 학감대로 98 (학장동)","2021년 08월","SK에너지","셀프","0.00","1599.00","1399.00","0.00"
"A0027589","부산 사상구","(주)부영에너지","부산 사상구 낙동대로 994 (감전동)","2021년 08월","SK에너지","셀프","0.00","1599.00","1402.23","0.00"
"A0027651","부산 사상구","(주)성은에너지 자이언트 주유소","부산 사상구 강변대로 458 (엄궁동)","2021년 08월","GS칼텍스","셀프","0.00","1653.81","1439.94","0.00"
"A0027658","부산 사상구","(주)성은에너지 제3주유소","부산 사상구 강변대로 412 (엄궁동)","2021년 08월","SK에너지","셀프","0.00","1663.81","1449.94","0.00"
"A0027711","부산 사상구","(주)유창주유소","부산 사상구 낙동대로 753 (엄궁동)","2021년 08월","자가상표","일반","0.00","1628.00","1418.00","980.00"
"A0027506","부산 사상구","(주)좋은기름나라새사상셀프주유소지점","부산 사상구 새벽로 154","2021년 08월","S-OIL","셀프","0.00","1588.00","1388.00","999.00"
"A0031343","부산 사상구","(주)지엠지 우경주유소","부산 사상구 백양대로 477 (주례동)","2021년 08월","S-OIL","셀프","1887.00","1597.00","1397.00","0.00"
"A0027592","부산 사상구","(주)호림에너지 호림주유소","부산 사상구 낙동대로 669 (엄궁동)","2021년 08월","현대오일뱅크","일반","0.00","1629.00","1419.00","970.00"
"A0027522","부산 사상구","㈜덕양에너지직영 굿모닝주유소","부산 사상구 학감대로 70 (학장동)","2021년 08월","SK에너지","셀프","0.00","1599.00","1399.00","0.00"
"A0027437","부산 사상구","㈜동일화승직영 모라주유소","부산 사상구 사상로 456","2021년 08월","자가상표","셀프","0.00","1658.00","1427.19","1088.00"
"A0027702","부산 사상구","㈜제이와이비젼 명성주유소","부산 사상구 학감대로 220 (감전동)","2021년 08월","GS칼텍스","셀프","0.00","1615.13","1415.13","1020.00"
"A0027479","부산 사상구","가락타운주유소","부산 사상구 낙동대로 730 (엄궁동)","2021년 08월","SK에너지","셀프","0.00","1649.00","1449.00","1000.00"
"A0027453","부산 사상구","건영주유소","부산 사상구 가야대로 63 (감전동)","2021년 08월","SK에너지","일반","0.00","1778.00","1588.00","0.00"
"A0027421","부산 사상구","경동주유소","부산 사상구 백양대로 386 (주례동)","2021년 08월","현대오일뱅크","셀프","0.00","1635.00","1419.00","0.00"
"A0027664","부산 사상구","광신석유(주)직영 감전주유소","부산 사상구 낙동대로 1070 (감전동)","2021년 08월","SK에너지","셀프","0.00","1699.00","1498.52","0.00"
"A0027540","부산 사상구","구룡주유소","부산 사상구 가야대로 150 (학장동)","2021년 08월","현대오일뱅크","셀프","0.00","1598.97","1416.13","0.00"
"A0027583","부산 사상구","낙동대로주유소","부산 사상구 낙동대로 935 (감전동)","2021년 08월","SK에너지","셀프","0.00","1599.00","1397.39","0.00"
"A0027768","부산 사상구","농산물주유소","부산광역시 사상구  농산물시장로25번길 94 (엄궁동)","2021년 08월","SK에너지","일반","0.00","1675.23","1463.27","999.00"
"A0027550","부산 사상구","대동주유소","부산 사상구 낙동대로 681","2021년 08월","S-OIL","일반","0.00","1674.77","1404.13","0.00"
"A0032117","부산 사상구","대흥오일뱅크주유소","부산 사상구 새벽로 2","2021년 08월","현대오일뱅크","일반","0.00","1688.00","1488.00","1100.00"
"A0027562","부산 사상구","덕포주유소","부산 사상구 백양대로 682 (덕포동)","2021년 08월","현대오일뱅크","일반","0.00","1635.00","1425.00","0.00"
"A0027400","부산 사상구","보훈주유소","부산 사상구 백양대로 392 (주례동)","2021년 08월","SK에너지","일반","0.00","1688.00","1467.03","0.00"
"A0027470","부산 사상구","부영석유(주)도매주유소","부산 사상구 가야대로 10 (감전동)","2021년 08월","GS칼텍스","셀프","0.00","1588.00","1396.39","0.00"
"A0027446","부산 사상구","산업주유소","부산 사상구 낙동대로 879 (감전동)","2021년 08월","SK에너지","셀프","0.00","1678.00","1481.23","1050.00"
"A0027531","부산 사상구","삼주유소","부산 사상구 백양대로 349 (주례동)","2021년 08월","현대오일뱅크","셀프","0.00","1609.13","1385.00","0.00"
"A0027036","부산 사상구","새동창주유소","부산 사상구 낙동대로 920 (감전동)","2021년 08월","SK에너지","일반","0.00","0.00","1438.00","0.00"
"A0027462","부산 사상구","성경주유소","부산 사상구 모덕로 69 (모라동)","2021년 08월","SK에너지","일반","0.00","1697.35","1498.00","1035.89"
"A0027524","부산 사상구","세원주유소","부산 사상구 학감대로 178","2021년 08월","알뜰주유소","셀프","0.00","1588.00","1388.00","980.00"
"A0027502","부산 사상구","스마트주유소","부산 사상구 가야대로 377","2021년 08월","현대오일뱅크","셀프","0.00","1587.00","1378.00","0.00"
"A0027829","부산 사상구","아시아사상주유소","부산 사상구 새벽로 207 (괘법동)","2021년 08월","SK에너지","일반","0.00","1757.00","1557.00","1300.00"
"A0027715","부산 사상구","아시아이엔에프㈜직영 아시아Self주유소","부산 사상구 백양대로 480 (주례동)","2021년 08월","GS칼텍스","셀프","0.00","1595.00","1395.00","0.00"
"A0027698","부산 사상구","에스씨(주) 새문주유소","부산 사상구 학감대로 30 (학장동)","2021년 08월","GS칼텍스","셀프","0.00","1599.00","1399.00","0.00"
"A0027436","부산 사상구","용마주유소","부산 사상구 가야대로 329 (주례동)","2021년 08월","알뜰주유소","셀프","0.00","1582.00","1373.00","0.00"
"A0027266","부산 사상구","우리주유소","부산 사상구 백양대로 701 (덕포동)","2021년 08월","알뜰주유소","셀프","0.00","1563.84","1363.84","0.00"
"A0027329","부산 사상구","중앙주유소","부산 사상구 낙동대로 1316 (삼락동)","2021년 08월","현대오일뱅크","일반","0.00","1629.00","1429.00","1000.00"
"A0027481","부산 사상구","지에스칼텍스(주)대풍주유소","부산 사상구 가야대로 81 (감전동)","2021년 08월","GS칼텍스","셀프","1870.00","1647.39","1447.39","1000.00"
"A0027568","부산 사상구","지에스칼텍스(주)서부주유소","부산 사상구 낙동대로 1380 (삼락동)","2021년 08월","GS칼텍스","셀프","1879.00","1647.39","1447.39","1000.00"
"A0027549","부산 사상구","천일주유소","부산 사상구 사상로 105","2021년 08월","S-OIL","셀프","0.00","1627.68","1427.03","0.00"
"A0027406","부산 사상구","한라주유소","부산 사상구 학장로 107 (학장동)","2021년 08월","SK에너지","일반","0.00","1749.00","1549.00","1000.00"
"A0027708","부산 사상구","해룡주유소","부산 사상구 낙동대로 1320","2021년 08월","S-OIL","셀프","0.00","1639.00","1439.00","1072.58"
"A0027705","부산 사상구","행복한셀프주유소","부산 사상구 학감대로 73 (학장동)","2021년 08월","현대오일뱅크","셀프","0.00","1599.00","1399.00","0.00"
"A0027607","부산 사상구","현대오일뱅크 감전주유소","부산 사상구 낙동대로 978 (감전동)","2021년 08월","현대오일뱅크","일반","0.00","1647.71","1445.81","1150.00"
"A0027613","부산 사상구","현대오일뱅크㈜직영 낙동로주유소","부산 사상구 낙동대로 1274 (삼락동)","2021년 08월","현대오일뱅크","일반","1884.16","1645.61","1440.87","0.00"
"A0027422","부산 사상구","흥일주유소 주식회사","부산 사상구 낙동대로 1520 (삼락동)","2021년 08월","GS칼텍스","일반","0.00","1638.00","1438.00","1000.00"
"A0027215","부산 사하구","(주)대길에너지 다대로셀프","부산 사하구 을숙도대로 712","2021년 08월","현대오일뱅크","셀프","0.00","1588.00","1388.00","990.00"
"A0027226","부산 사하구","(주)천일에너지 대진주유소","부산 사하구 낙동대로 339","2021년 08월","현대오일뱅크","셀프","0.00","1637.00","1437.00","0.00"
"A0031430","부산 사하구","CJ대한통운㈜ 장평주유소","부산 사하구 을숙도대로 709 (신평동)","2021년 08월","S-OIL","일반","0.00","1638.00","1428.00","0.00"
"A0027145","부산 사하구","OK경남주유소","부산 사하구 사하로 150 (괴정동)","2021년 08월","S-OIL","셀프","0.00","1661.81","1461.81","0.00"
"A0027207","부산 사하구","SK에너지(주)국영","부산 사하구 장림번영로 7 (장림동)","2021년 08월","SK에너지","셀프","0.00","1658.00","1438.00","1088.00"
"A0027210","부산 사하구","광신석유(주)직영 구평주유소","부산 사하구 서포로 61","2021년 08월","SK에너지","셀프","0.00","1699.00","1499.00","999.00"
"A0027198","부산 사하구","극동유화(주) 부산주유소","부산 사하구 하신중앙로 165 (신평동)","2021년 08월","S-OIL","셀프","0.00","1637.00","1437.00","0.00"
"A0027171","부산 사하구","남성주유소","부산 사하구 하신중앙로 240 (하단동)","2021년 08월","현대오일뱅크","셀프","0.00","1658.00","1458.00","1050.00"
"A0027132","부산 사하구","대경주유소","부산 사하구 감천항로 64 (구평동)","2021년 08월","S-OIL","일반","0.00","1688.00","1488.00","0.00"
"A0027205","부산 사하구","대양석유(주) SK괴정주유소","부산광역시 사하구  사하로 129","2021년 08월","SK에너지","셀프","0.00","1601.19","1401.19","0.00"
"A0027097","부산 사하구","대창제1주유소","부산 사하구 을숙도대로 821 (구평동)","2021년 08월","SK에너지","셀프","0.00","1629.00","1419.00","0.00"
"A0027116","부산 사하구","대호주유소","부산 사하구 하신중앙로 55 (신평동)","2021년 08월","S-OIL","일반","0.00","1698.00","1498.00","1100.00"
"A0033330","부산 사하구","동원주유소(주)","부산 사하구 감천항로 445 (구평동)","2021년 08월","자가상표","셀프","0.00","1625.06","1418.13","0.00"
"A0029396","부산 사하구","사하주유소","부산 사하구 을숙도대로 583","2021년 08월","GS칼텍스","일반","0.00","1633.00","1432.00","0.00"
"A0029594","부산 사하구","새마당주유소","부산 사하구 장평로 152 (장림동)","2021년 08월","알뜰주유소","셀프","0.00","1583.00","1382.71","895.81"
"A0027109","부산 사하구","선경주유소","부산 사하구 을숙도대로 728","2021년 08월","S-OIL","셀프","1868.00","1598.00","1398.00","0.00"
"A0027144","부산 사하구","송림주유소","부산 사하구 장평로 177 (장림동)","2021년 08월","GS칼텍스","셀프","0.00","1609.00","1409.00","0.00"
"A0027151","부산 사하구","신평주유소","부산 사하구 하신중앙로 166 (신평동)","2021년 08월","SK에너지","일반","1948.00","1684.00","1484.00","1050.00"
"A0027235","부산 사하구","에스씨(주) 감천주유소","부산 사하구 감천로 79 (감천동)","2021년 08월","GS칼텍스","셀프","0.00","1600.84","1400.84","980.00"
"A0027191","부산 사하구","에스이주유소","부산 사하구 감천항로 227","2021년 08월","SK에너지","일반","0.00","1609.00","1369.00","0.00"
"A0027229","부산 사하구","오일마트주유소","부산 사하구 을숙도대로 767 (구평동)","2021년 08월","현대오일뱅크","셀프","1880.32","1670.58","1454.26","0.00"
"A0027177","부산 사하구","을숙도대로주유소","부산 사하구 을숙도대로 530 (신평동)","2021년 08월","SK에너지","셀프","0.00","1605.45","1405.45","0.00"
"A0027206","부산 사하구","장림대흥주유소","부산 사하구 다대로 292 (장림동)","2021년 08월","SK에너지","셀프","1857.03","1588.00","1387.68","990.00"
"A0027204","부산 사하구","장림주유소","부산 사하구 장림로 287 (장림동)","2021년 08월","현대오일뱅크","셀프","0.00","1628.68","1413.84","0.00"
"A0027175","부산 사하구","조은셀프주유소","부산 사하구 낙동대로 312 (괴정동)","2021년 08월","S-OIL","셀프","0.00","1658.00","1458.00","0.00"
"A0028626","부산 사하구","지에스칼텍스(주)다대주유소","부산 사하구 다대로 377 (장림동)","2021년 08월","GS칼텍스","셀프","1877.00","1627.39","1427.39","0.00"
"A0031281","부산 사하구","지에스칼텍스㈜ 동아주유소","부산 사하구 낙동대로 112 (괴정동)","2021년 08월","GS칼텍스","셀프","1848.00","1621.58","1421.58","0.00"
"A0027158","부산 사하구","토성셀프주유소","부산 사하구 다대로 581 (다대동)","2021년 08월","SK에너지","셀프","0.00","1605.10","1397.68","1030.00"
"A0030280","부산 사하구","퍼시픽에너지(주)","부산 사하구 다대로 575 (다대동)","2021년 08월","알뜰주유소","셀프","0.00","1599.45","1392.35","0.00"
"A0027153","부산 사하구","한국오일뱅크주유소","부산 사하구 다대로 280 (장림동)","2021년 08월","S-OIL","셀프","0.00","1613.52","1397.68","890.00"
"A0027209","부산 사하구","현대오일뱅크㈜직영 괴정제일셀프주유소","부산 사하구 낙동대로 169","2021년 08월","현대오일뱅크","셀프","0.00","1656.94","1456.94","1000.00"
"A0027160","부산 사하구","호승주유소","부산 사하구 감천항로 20","2021년 08월","현대오일뱅크","일반","0.00","1678.00","1478.00","0.00"
"A0027236","부산 서구","(주)디시에너지 대신지점","부산 서구 대영로 91","2021년 08월","현대오일뱅크","셀프","0.00","1616.55","1415.26","0.00"
"A0027190","부산 서구","(주)디시에너지 운동장","부산광역시 서구  보수대로 220 (동대신제3동)","2021년 08월","현대오일뱅크","셀프","0.00","1600.74","1400.74","1000.00"
"A0027233","부산 서구","(주)부영에너지직영신일주유소","부산 서구 구덕로 273 (서대신동1가)","2021년 08월","SK에너지","셀프","0.00","1659.00","1459.00","0.00"
"A0027217","부산 서구","극동유화(주) 고려주유소대신","부산 서구 대영로 88 (동대신동1가)","2021년 08월","S-OIL","셀프","0.00","1616.55","1415.26","1000.00"
"A0027222","부산 서구","극동유화(주) 우양냉장주유소","부산 서구 충무대로 240 (남부민동)","2021년 08월","S-OIL","셀프","1846.61","1618.00","1417.03","1000.00"
"A0027121","부산 서구","남부주유소 (송도아랫길)","부산 서구 충무대로 150 (남부민동)","2021년 08월","GS칼텍스","일반","0.00","1639.00","1439.00","1000.00"
"A0027154","부산 서구","남항대교주유소","부산 서구 충무대로 108 (암남동)","2021년 08월","SK에너지","셀프","0.00","1619.00","1418.35","1000.00"
"A0027113","부산 서구","동방석유(주)직영 모든주유소","부산 서구 감천로 227 (암남동)","2021년 08월","SK에너지","셀프","0.00","1604.77","1400.90","1267.45"
"A0027143","부산 서구","보배주유소","부산 서구 대신공원로 1","2021년 08월","SK에너지","일반","0.00","1748.00","1548.00","0.00"
"A0027232","부산 서구","스타2 주유소","부산 서구 원양로 260 (암남동)","2021년 08월","GS칼텍스","일반","0.00","1605.29","1401.00","0.00"
